dd/MM/yyyy HH:mm:ss;CTCA,12
25/02/2021 13:59:12;992,00
25/02/2021 14:00:12;994,00
25/02/2021 14:01:13;999,00
25/02/2021 14:02:13;1001,00
25/02/2021 14:03:13;1006,00
25/02/2021 14:04:13;1008,00
25/02/2021 14:05:13;1013,00
25/02/2021 14:06:13;1015,00
25/02/2021 14:08:44;1020,00
25/02/2021 14:09:44;1027,00
25/02/2021 14:10:44;1029,00
25/02/2021 14:11:44;1034,00
25/02/2021 14:12:44;1036,00
25/02/2021 14:13:45;1043,00
25/02/2021 14:15:45;1048,00
25/02/2021 14:16:45;1050,00
25/02/2021 14:19:13;1055,00
25/02/2021 14:20:14;1062,00
25/02/2021 14:21:14;1064,00
25/02/2021 14:22:14;1069,00
25/02/2021 14:23:14;1071,00
25/02/2021 14:25:20;1076,00
25/02/2021 14:26:20;1083,00
25/02/2021 14:27:20;1085,00
25/02/2021 14:29:47;1092,00
25/02/2021 14:30:47;1097,00
25/02/2021 14:31:47;1099,00
25/02/2021 14:32:48;1104,00
25/02/2021 14:33:48;1106,00
25/02/2021 14:34:48;1113,00
25/02/2021 14:36:48;1118,00
25/02/2021 14:37:48;1120,00
25/02/2021 14:40:15;1125,00
25/02/2021 14:41:15;1132,00
25/02/2021 14:42:15;1134,00
25/02/2021 14:43:15;1139,00
25/02/2021 14:44:16;1141,00
25/02/2021 14:45:16;1146,00
25/02/2021 14:46:16;1148,00
25/02/2021 14:47:16;1155,00
25/02/2021 14:50:51;1162,00
25/02/2021 14:51:52;1167,00
25/02/2021 14:52:52;1169,00
25/02/2021 14:53:52;1176,00
25/02/2021 14:55:52;1181,00
25/02/2021 14:56:52;1183,00
25/02/2021 14:57:52;1190,00
25/02/2021 15:02:39;1197,00
25/02/2021 15:03:39;1202,00
25/02/2021 15:04:39;1204,00
25/02/2021 15:05:40;1209,00
25/02/2021 15:06:40;1211,00
25/02/2021 15:07:40;1218,00
25/02/2021 15:11:14;1223,00
25/02/2021 15:12:14;1230,00
25/02/2021 15:13:14;1232,00
25/02/2021 15:14:15;1239,00
25/02/2021 15:16:15;1244,00
25/02/2021 15:17:15;1246,00
25/02/2021 15:18:15;1253,00
25/02/2021 15:22:03;1258,00
25/02/2021 15:23:03;1267,00
25/02/2021 15:25:04;1272,00
25/02/2021 15:26:04;1274,00
25/02/2021 15:27:04;1279,00
25/02/2021 15:28:04;1281,00
25/02/2021 15:29:04;1286,00
25/02/2021 15:30:04;1288,00
25/02/2021 15:32:46;1293,00
25/02/2021 15:33:46;1300,00
25/02/2021 15:34:46;1302,00
25/02/2021 15:37:29;1307,00
25/02/2021 15:38:29;1314,00
25/02/2021 15:39:29;1316,00
25/02/2021 15:40:29;1321,00
25/02/2021 15:41:30;1323,00
25/02/2021 15:44:33;1328,00
25/02/2021 15:45:33;1335,00
25/02/2021 15:46:33;1337,00
25/02/2021 15:47:34;1342,00
25/02/2021 15:48:34;1344,00
25/02/2021 15:49:34;1349,00
25/02/2021 15:50:34;1351,00
25/02/2021 15:51:34;1358,00
25/02/2021 15:55:12;1363,00
25/02/2021 15:56:13;1370,00
25/02/2021 15:57:13;1372,00
25/02/2021 15:58:13;1377,00
25/02/2021 15:59:13;1379,00
25/02/2021 16:00:13;1384,00
25/02/2021 16:01:13;1386,00
25/02/2021 16:02:14;1391,00
25/02/2021 16:03:14;1393,00
25/02/2021 16:05:48;1398,00
25/02/2021 16:06:48;1405,00
25/02/2021 16:07:48;1407,00
25/02/2021 16:08:49;1412,00
25/02/2021 16:09:49;1414,00
25/02/2021 16:12:09;1419,00
25/02/2021 16:13:09;1426,00
25/02/2021 16:14:09;1428,00
25/02/2021 16:16:43;1433,00
25/02/2021 16:17:43;1440,00
25/02/2021 16:18:43;1442,00
25/02/2021 16:19:44;1447,00
25/02/2021 16:20:44;1449,00
25/02/2021 16:21:44;1454,00
25/02/2021 16:22:44;1456,00
25/02/2021 16:23:44;1461,00
25/02/2021 16:24:44;1463,00
25/02/2021 16:27:21;1468,00
25/02/2021 16:28:22;1475,00
25/02/2021 16:29:22;1477,00
25/02/2021 16:30:22;1482,00
25/02/2021 16:31:22;1484,00
25/02/2021 16:32:23;1489,00
25/02/2021 16:33:23;1491,00
