dd/MM/yyyy HH:mm:ss;LOG_OK,0
26/02/2021 10:36:23;OK
26/02/2021 10:37:23;OK
26/02/2021 10:41:26;OK
26/02/2021 10:42:26;OK
26/02/2021 10:43:26;OK
26/02/2021 10:44:26;OK
26/02/2021 10:45:26;OK
26/02/2021 10:46:26;OK
26/02/2021 10:47:26;OK
26/02/2021 10:48:26;OK
26/02/2021 10:49:26;OK
26/02/2021 10:50:26;OK
26/02/2021 10:51:26;OK
26/02/2021 10:52:26;OK
26/02/2021 10:53:26;OK
26/02/2021 10:54:26;OK
26/02/2021 10:54:52;OK
26/02/2021 10:55:52;OK
26/02/2021 10:56:32;OK
26/02/2021 10:57:32;OK
26/02/2021 10:58:32;OK
26/02/2021 10:59:48;OK
26/02/2021 11:00:48;OK
26/02/2021 11:01:48;OK
26/02/2021 11:02:48;OK
26/02/2021 11:03:48;OK
26/02/2021 11:04:48;OK
26/02/2021 11:05:48;OK
26/02/2021 11:06:48;OK
26/02/2021 11:07:48;OK
26/02/2021 11:08:48;OK
26/02/2021 11:09:48;OK
26/02/2021 11:10:48;OK
26/02/2021 11:11:48;OK
26/02/2021 11:12:48;OK
26/02/2021 11:13:48;OK
26/02/2021 11:14:48;OK
26/02/2021 11:15:48;OK
26/02/2021 11:16:48;OK
26/02/2021 11:17:48;OK
26/02/2021 11:18:48;OK
26/02/2021 11:19:48;OK
26/02/2021 11:20:48;OK
26/02/2021 11:21:48;OK
26/02/2021 11:22:48;OK
26/02/2021 11:23:48;OK
26/02/2021 11:24:48;OK
26/02/2021 11:25:48;OK
26/02/2021 11:26:48;OK
26/02/2021 11:27:48;OK
26/02/2021 11:28:48;OK
26/02/2021 11:29:48;OK
26/02/2021 11:30:48;OK
26/02/2021 11:31:48;OK
26/02/2021 11:32:48;OK
26/02/2021 11:33:48;OK
26/02/2021 11:34:48;OK
26/02/2021 11:35:48;OK
26/02/2021 11:36:48;OK
26/02/2021 11:36:52;OK
26/02/2021 11:37:52;OK
26/02/2021 11:38:52;OK
26/02/2021 11:39:52;OK
26/02/2021 11:40:52;OK
26/02/2021 11:41:52;OK
26/02/2021 11:42:29;OK
26/02/2021 11:43:29;OK
26/02/2021 11:44:29;OK
26/02/2021 11:45:29;OK
26/02/2021 11:46:29;OK
26/02/2021 11:47:29;OK
26/02/2021 11:48:29;OK
26/02/2021 11:49:29;OK
26/02/2021 11:50:29;OK
26/02/2021 11:51:29;OK
26/02/2021 11:52:29;OK
26/02/2021 11:53:29;OK
26/02/2021 11:54:29;OK
26/02/2021 11:55:29;OK
26/02/2021 11:56:29;OK
26/02/2021 11:57:29;OK
26/02/2021 11:58:29;OK
26/02/2021 11:59:29;OK
26/02/2021 11:59:48;OK
26/02/2021 12:00:48;OK
26/02/2021 12:01:48;OK
26/02/2021 12:02:48;OK
26/02/2021 12:03:48;OK
26/02/2021 12:04:48;OK
26/02/2021 12:05:48;OK
26/02/2021 12:06:48;OK
26/02/2021 12:07:11;OK
26/02/2021 12:08:11;OK
26/02/2021 12:09:11;OK
26/02/2021 12:10:11;OK
26/02/2021 12:11:11;OK
26/02/2021 12:12:11;OK
26/02/2021 12:13:11;OK
26/02/2021 12:14:11;OK
26/02/2021 12:15:11;OK
26/02/2021 12:15:39;OK
26/02/2021 12:16:39;OK
26/02/2021 12:17:39;OK
26/02/2021 12:18:53;OK
26/02/2021 12:19:53;OK
26/02/2021 12:20:53;OK
26/02/2021 12:21:53;OK
26/02/2021 12:22:53;OK
26/02/2021 12:23:53;OK
26/02/2021 12:24:55;OK
26/02/2021 12:25:55;OK
26/02/2021 12:26:55;OK
26/02/2021 12:27:56;OK
26/02/2021 12:28:56;OK
26/02/2021 12:29:56;OK
26/02/2021 12:30:56;OK
26/02/2021 12:31:56;OK
26/02/2021 12:32:56;OK
26/02/2021 12:33:56;OK
26/02/2021 12:34:56;OK
26/02/2021 12:35:56;OK
26/02/2021 12:36:56;OK
26/02/2021 12:37:56;OK
26/02/2021 12:38:56;OK
26/02/2021 12:39:56;OK
26/02/2021 12:40:56;OK
26/02/2021 12:41:56;OK
26/02/2021 12:42:56;OK
26/02/2021 12:43:56;OK
26/02/2021 12:44:56;OK
26/02/2021 12:45:56;OK
26/02/2021 12:46:56;OK
26/02/2021 12:47:56;OK
26/02/2021 12:48:56;OK
26/02/2021 12:49:56;OK
26/02/2021 12:50:56;OK
26/02/2021 12:51:56;OK
26/02/2021 12:52:56;OK
26/02/2021 12:53:56;OK
26/02/2021 12:54:56;OK
26/02/2021 12:55:56;OK
26/02/2021 12:56:56;OK
26/02/2021 12:57:56;OK
26/02/2021 12:58:56;OK
26/02/2021 12:59:56;OK
26/02/2021 13:00:56;OK
26/02/2021 13:01:56;OK
26/02/2021 13:02:56;OK
26/02/2021 13:03:56;OK
26/02/2021 13:04:56;OK
26/02/2021 13:05:56;OK
26/02/2021 13:06:56;OK
26/02/2021 13:07:56;OK
26/02/2021 13:08:56;OK
26/02/2021 13:09:56;OK
26/02/2021 13:10:56;OK
26/02/2021 13:11:56;OK
26/02/2021 13:12:56;OK
26/02/2021 13:13:56;OK
26/02/2021 13:14:56;OK
26/02/2021 13:15:56;OK
26/02/2021 13:16:56;OK
26/02/2021 13:17:56;OK
26/02/2021 13:18:56;OK
26/02/2021 13:19:56;OK
26/02/2021 13:20:56;OK
26/02/2021 13:21:56;OK
26/02/2021 13:22:56;OK
26/02/2021 13:23:56;OK
26/02/2021 13:24:56;OK
26/02/2021 13:25:56;OK
26/02/2021 13:26:56;OK
26/02/2021 13:27:56;OK
26/02/2021 13:28:56;OK
26/02/2021 13:29:56;OK
26/02/2021 13:30:56;OK
26/02/2021 13:31:56;OK
26/02/2021 13:32:56;OK
26/02/2021 13:33:56;OK
26/02/2021 13:34:56;OK
26/02/2021 13:35:56;OK
26/02/2021 13:36:56;OK
26/02/2021 13:37:56;OK
26/02/2021 13:38:56;OK
26/02/2021 13:39:56;OK
26/02/2021 13:40:56;OK
26/02/2021 13:41:56;OK
26/02/2021 13:42:56;OK
26/02/2021 13:43:56;OK
26/02/2021 13:44:56;OK
26/02/2021 13:45:56;OK
26/02/2021 13:46:56;OK
26/02/2021 13:47:56;OK
26/02/2021 13:48:56;OK
26/02/2021 13:49:56;OK
26/02/2021 13:50:56;OK
26/02/2021 13:51:56;OK
26/02/2021 13:52:56;OK
26/02/2021 13:53:56;OK
26/02/2021 13:54:56;OK
26/02/2021 13:55:56;OK
26/02/2021 13:56:56;OK
26/02/2021 13:57:56;OK
26/02/2021 13:58:56;OK
26/02/2021 13:59:56;OK
26/02/2021 14:00:56;OK
26/02/2021 14:01:56;OK
26/02/2021 14:02:56;OK
26/02/2021 14:03:56;OK
26/02/2021 14:04:56;OK
26/02/2021 14:05:56;OK
26/02/2021 14:06:56;OK
26/02/2021 14:07:56;OK
26/02/2021 14:08:56;OK
26/02/2021 14:09:56;OK
26/02/2021 14:10:56;OK
26/02/2021 14:11:56;OK
26/02/2021 14:12:56;OK
26/02/2021 14:13:56;OK
26/02/2021 14:14:56;OK
26/02/2021 14:15:56;OK
26/02/2021 14:16:56;OK
26/02/2021 14:17:56;OK
26/02/2021 14:18:56;OK
26/02/2021 14:19:56;OK
26/02/2021 14:20:56;OK
26/02/2021 14:21:56;OK
26/02/2021 14:22:56;OK
26/02/2021 14:23:56;OK
26/02/2021 14:24:56;OK
26/02/2021 14:25:19;OK
26/02/2021 14:26:19;OK
26/02/2021 14:27:19;OK
26/02/2021 14:28:19;OK
26/02/2021 14:29:19;OK
26/02/2021 14:30:19;OK
26/02/2021 14:31:19;OK
26/02/2021 14:32:19;OK
26/02/2021 14:33:19;OK
26/02/2021 14:34:13;OK
26/02/2021 14:35:13;OK
26/02/2021 14:36:13;OK
26/02/2021 14:37:13;OK
26/02/2021 14:38:13;OK
26/02/2021 14:39:01;OK
26/02/2021 14:40:01;OK
26/02/2021 14:41:01;OK
26/02/2021 14:42:01;OK
26/02/2021 14:43:01;OK
26/02/2021 14:44:01;OK
26/02/2021 14:45:01;OK
26/02/2021 14:46:01;OK
26/02/2021 14:47:01;OK
26/02/2021 14:48:01;OK
26/02/2021 14:49:01;OK
26/02/2021 14:50:01;OK
26/02/2021 14:51:01;OK
26/02/2021 14:52:01;OK
26/02/2021 14:53:01;OK
26/02/2021 14:54:01;OK
26/02/2021 14:55:01;OK
26/02/2021 14:56:01;OK
26/02/2021 14:57:01;OK
26/02/2021 14:58:01;OK
26/02/2021 14:59:01;OK
26/02/2021 15:00:01;OK
26/02/2021 15:01:01;OK
26/02/2021 15:02:01;OK
26/02/2021 15:03:01;OK
26/02/2021 15:04:01;OK
26/02/2021 15:05:01;OK
26/02/2021 15:06:01;OK
26/02/2021 15:07:01;OK
26/02/2021 15:08:01;OK
26/02/2021 15:09:01;OK
26/02/2021 15:10:01;OK
26/02/2021 15:11:01;OK
26/02/2021 15:12:01;OK
26/02/2021 15:13:01;OK
26/02/2021 15:14:01;OK
26/02/2021 15:15:01;OK
26/02/2021 15:16:01;OK
26/02/2021 15:17:01;OK
26/02/2021 15:18:01;OK
26/02/2021 15:19:01;OK
26/02/2021 15:20:01;OK
26/02/2021 15:21:01;OK
26/02/2021 15:22:01;OK
26/02/2021 15:23:01;OK
26/02/2021 15:24:01;OK
26/02/2021 15:25:01;OK
26/02/2021 15:25:38;OK
26/02/2021 15:26:14;OK
26/02/2021 15:27:14;OK
26/02/2021 15:27:27;OK
26/02/2021 15:28:27;OK
26/02/2021 15:28:53;OK
26/02/2021 15:29:53;OK
26/02/2021 15:30:53;OK
26/02/2021 15:31:53;OK
26/02/2021 15:32:53;OK
26/02/2021 15:33:53;OK
26/02/2021 15:34:17;OK
26/02/2021 15:35:17;OK
26/02/2021 15:36:17;OK
26/02/2021 15:37:17;OK
26/02/2021 15:38:17;OK
26/02/2021 15:39:17;OK
26/02/2021 15:40:17;OK
26/02/2021 15:41:17;OK
26/02/2021 15:42:17;OK
26/02/2021 15:43:17;OK
26/02/2021 15:44:17;OK
26/02/2021 15:45:17;OK
26/02/2021 15:46:17;OK
26/02/2021 15:47:17;OK
26/02/2021 15:48:17;OK
26/02/2021 15:49:17;OK
26/02/2021 15:50:17;OK
26/02/2021 15:51:17;OK
26/02/2021 15:52:17;OK
26/02/2021 15:53:17;OK
26/02/2021 15:54:17;OK
26/02/2021 15:55:17;OK
26/02/2021 15:56:17;OK
26/02/2021 15:57:17;OK
26/02/2021 15:57:28;OK
26/02/2021 15:58:28;OK
26/02/2021 15:59:28;OK
26/02/2021 16:00:28;OK
26/02/2021 16:01:28;OK
26/02/2021 16:02:28;OK
26/02/2021 16:03:29;OK
26/02/2021 16:04:29;OK
26/02/2021 16:05:29;OK
26/02/2021 16:06:29;OK
26/02/2021 16:07:29;OK
26/02/2021 16:08:29;OK
26/02/2021 16:09:29;OK
26/02/2021 16:10:29;OK
26/02/2021 16:11:29;OK
26/02/2021 16:12:29;OK
26/02/2021 16:13:29;OK
26/02/2021 16:14:29;OK
26/02/2021 16:14:52;OK
26/02/2021 16:15:52;OK
26/02/2021 16:16:52;OK
26/02/2021 16:17:52;OK
26/02/2021 16:18:52;OK
26/02/2021 16:19:52;OK
26/02/2021 16:20:52;OK
26/02/2021 16:21:52;OK
26/02/2021 16:22:52;OK
26/02/2021 16:23:52;OK
26/02/2021 16:24:52;OK
26/02/2021 16:25:52;OK
26/02/2021 16:26:52;OK
26/02/2021 16:27:52;OK
26/02/2021 16:28:52;OK
26/02/2021 16:29:52;OK
26/02/2021 16:30:52;OK
26/02/2021 16:31:52;OK
26/02/2021 16:32:52;OK
26/02/2021 16:33:52;OK
26/02/2021 16:34:52;OK
26/02/2021 16:35:52;OK
26/02/2021 16:36:52;OK
26/02/2021 16:37:52;OK
26/02/2021 16:38:52;OK
26/02/2021 16:39:52;OK
26/02/2021 16:40:52;OK
26/02/2021 16:41:52;OK
26/02/2021 16:42:52;OK
26/02/2021 16:43:52;OK
26/02/2021 16:44:52;OK
26/02/2021 16:45:52;OK
26/02/2021 16:46:52;OK
26/02/2021 16:47:52;OK
26/02/2021 16:48:52;OK
26/02/2021 16:49:52;OK
26/02/2021 16:50:52;OK
26/02/2021 16:51:52;OK
26/02/2021 16:52:52;OK
26/02/2021 16:53:52;OK
26/02/2021 16:54:52;OK
26/02/2021 16:55:52;OK
26/02/2021 16:56:52;OK
26/02/2021 16:57:52;OK
26/02/2021 16:58:52;OK
26/02/2021 16:59:52;OK
26/02/2021 17:00:52;OK
26/02/2021 17:01:52;OK
26/02/2021 17:02:52;OK
26/02/2021 17:03:52;OK
26/02/2021 17:04:52;OK
