dd/MM/yyyy HH:mm:ss;CTCA,15
25/02/2021 14:32:48;632,00
25/02/2021 14:34:48;636,00
25/02/2021 14:36:48;640,00
25/02/2021 14:40:15;644,00
25/02/2021 14:41:15;648,00
25/02/2021 14:43:15;652,00
25/02/2021 14:45:16;656,00
25/02/2021 14:47:16;660,00
25/02/2021 14:50:51;664,00
25/02/2021 14:51:52;668,00
25/02/2021 14:53:52;672,00
25/02/2021 14:55:52;676,00
25/02/2021 14:57:52;680,00
25/02/2021 15:02:39;684,00
25/02/2021 15:03:39;688,00
25/02/2021 15:05:40;692,00
25/02/2021 15:07:40;696,00
25/02/2021 15:11:14;700,00
25/02/2021 15:12:14;704,00
25/02/2021 15:14:15;708,00
25/02/2021 15:16:15;712,00
25/02/2021 15:18:15;716,00
25/02/2021 15:22:03;720,00
25/02/2021 15:23:03;724,00
25/02/2021 15:25:04;728,00
25/02/2021 15:27:04;732,00
25/02/2021 15:29:04;736,00
25/02/2021 15:32:46;740,00
25/02/2021 15:33:46;744,00
25/02/2021 15:37:29;748,00
25/02/2021 15:38:29;752,00
25/02/2021 15:40:29;756,00
25/02/2021 15:44:33;760,00
25/02/2021 15:45:33;764,00
25/02/2021 15:47:34;768,00
25/02/2021 15:49:34;772,00
25/02/2021 15:51:34;776,00
25/02/2021 15:55:12;780,00
25/02/2021 15:56:13;784,00
25/02/2021 15:58:13;788,00
25/02/2021 16:00:13;792,00
25/02/2021 16:02:14;796,00
25/02/2021 16:05:48;800,00
25/02/2021 16:06:48;804,00
25/02/2021 16:08:49;808,00
25/02/2021 16:12:09;812,00
25/02/2021 16:13:09;816,00
25/02/2021 16:16:43;820,00
25/02/2021 16:17:43;824,00
25/02/2021 16:19:44;828,00
25/02/2021 16:21:44;832,00
25/02/2021 16:23:44;836,00
25/02/2021 16:27:21;840,00
25/02/2021 16:28:22;844,00
25/02/2021 16:30:22;848,00
25/02/2021 16:32:23;852,00
